name,season,school,conf,class,G,GS,MP_per,FG_per,FGA_per,FG%_per,2P_per,2PA_per,2P%_per,3P_per,3PA_per,3P%_per,FT_per,FTA_per,FT%_per,ORB_per,DRB_per,TRB_per,AST_per,STL_per,BLK_per,TOV_per,PF_per,PTS_per,SOS
Andrae Patterson,1995-96,Indiana,Big Ten,SO,31,29,25.9,4.2,9.1,0.461,3.5,7.3,0.489,0.6,1.8,0.351,2.3,3.1,0.737,,,6.2,1.5,0.9,1.4,2.4,3.3,11.3,10.88
Andrae Patterson,1996-97,Indiana,Big Ten,JR,30,25,27.6,5,10.7,0.47,4.7,9.3,0.504,0.4,1.4,0.256,3.2,4.3,0.758,,,6.7,1.4,1.1,1.3,2.6,3,13.7,9.39
Andrae Patterson,1997-98,Indiana,Big Ten,SR,32,27,25.5,4.8,9.6,0.495,4.4,8.5,0.524,0.3,1.1,0.278,2.8,3.5,0.793,,,5.8,1.4,0.9,0.9,2.1,3,12.6,10.71
Andrae Patterson,Career,Indiana,,,121,100,24.7,4.3,8.9,0.479,3.9,7.7,0.504,0.4,1.2,0.313,2.4,3.1,0.755,,,5.7,1.3,0.9,1,2.2,3,11.3,10
Erazem Lorbek,2002-03,Michigan State,Big Ten,FR,35,16,15.5,2.5,4.7,0.534,2.1,3.9,0.547,0.3,0.7,0.462,1.1,1.6,0.649,1.1,2.2,3.3,0.6,0.6,0.5,1.1,1.7,6.4,9.72
Erazem Lorbek,Career,Michigan State,,35,16,15.5,2.5,4.7,0.534,2.1,3.9,0.547,0.3,0.7,0.462,1.1,1.6,0.649,1.1,2.2,3.3,0.6,0.6,0.5,1.1,1.7,6.4,9.72,
J.R. Koch,1995-96,Iowa,Big Ten,FR,32,1,10.6,1.2,2.6,0.463,1,2,0.492,0.2,0.5,0.353,0.8,1.3,0.605,,,2.6,0.3,0.2,0.2,1.1,1.5,3.4,6.9
J.R. Koch,1996-97,Iowa,Big Ten,SO,32,24,23.2,2.9,6.4,0.456,2.4,4.5,0.524,0.6,1.9,0.295,1.6,2.2,0.718,,,4.3,1.1,0.3,0.8,2,2.6,8,8.9
J.R. Koch,1997-98,Iowa,Big Ten,JR,31,3,16.1,2.4,4,0.6,1.9,2.9,0.648,0.5,1.1,0.471,1.5,2.1,0.727,,,3.3,0.7,0.4,0.9,1.5,1.9,6.9,6.05
J.R. Koch,1998-99,Iowa,Big Ten,SR,30,24,22,3.6,6.8,0.525,2.8,4.7,0.585,0.8,2.1,0.387,2.5,3.3,0.747,,,4.2,0.6,0.7,1.1,2.2,2.6,10.4,11.44
J.R. Koch,Career,Iowa,,,125,52,17.9,2.5,4.9,0.509,2,3.5,0.564,0.5,1.4,0.368,1.6,2.2,0.713,,,3.6,0.7,0.4,0.7,1.7,2.1,7.1,8.32
George Banks,1993-94,UTEP,WAC,JR,30,25,28.3,3,6,0.494,3,5.9,0.5,0,0.1,0,2.3,4,0.588,,,8.3,0.7,1.1,1.9,1.2,2.6,8.3,2.7
George Banks,1994-95,UTEP,WAC,SR,29,29,30.8,4.9,8.6,0.566,4.9,8.5,0.571,0,0.1,0,5.5,7.4,0.74,,,8.6,0.7,2,2.2,1.9,2.9,15.2,5.85
George Banks,Career,UTEP,,,59,54,29.5,3.9,7.3,0.536,3.9,7.2,0.541,0,0.1,0,3.9,5.7,0.686,,,8.4,0.7,1.5,2.1,1.5,2.7,11.7,4.27
Trent Plaisted,2004-05,BYU,MWC,FR,5,0,8.8,0,0.6,0,0,0.6,0,0,0,,0.6,1.2,0.5,0.4,1.2,1.6,0.2,0,0,0.4,0.4,0.6,6.69
Trent Plaisted,2005-06,BYU,MWC,FR,29,29,28.2,5,9.5,0.522,5,9.5,0.522,0,0,,3.7,5.9,0.616,2.4,4.4,6.9,1,0.4,0.9,2.4,3.6,13.6,3.19
Trent Plaisted,2006-07,BYU,MWC,SO,34,33,28.7,4.9,9,0.546,4.9,9,0.546,0,0,,2.8,5.7,0.492,2.5,3.7,6.2,1.2,0.4,1.4,1.6,3.3,12.6,3.95
Trent Plaisted,2007-08,BYU,MWC,JR,35,35,27.4,5.8,10.7,0.542,5.8,10.7,0.542,0,0,,4,7.4,0.542,2.1,5.5,7.7,1.5,0.4,1,2.4,2.3,15.6,1.33
Trent Plaisted,Career,BYU,,,103,97,27.2,5,9.3,0.535,5,9.3,0.535,0,0,,3.4,6.1,0.547,2.2,4.4,6.7,1.2,0.4,1,2.1,2.9,13.3,3.79
Gani Lawal,2007-08,Georgia Tech,ACC,FR,32,25,17.3,2.8,4.9,0.57,2.8,4.9,0.573,0,0,0,1.5,3.1,0.495,1.6,1.9,3.5,0.3,0.4,1,1.7,2.6,7.2,9.57
Gani Lawal,2008-09,Georgia Tech,ACC,SO,31,30,29.6,5.9,10.7,0.556,5.9,10.6,0.558,0,0,0,3.2,5.7,0.559,3.6,5.9,9.5,0.6,1,1.5,2.5,2.6,15.1,7.32
Gani Lawal,2009-10,Georgia Tech,ACC,JR,36,36,25.8,4.8,9,0.529,4.8,9,0.531,0,0,0,3.5,6.2,0.572,2.9,5.6,8.5,0.4,0.4,1.4,2.2,2.1,13.1,9.02
Gani Lawal,Career,Georgia Tech,,,99,91,24.3,4.5,8.2,0.548,4.5,8.2,0.55,0,0,0,2.8,5,0.552,2.7,4.5,7.2,0.4,0.6,1.3,2.1,2.4,11.8,8.64
Stephane Lasme,2003-04,UMass,A-10,FR,29,2,13.3,1.3,2.5,0.542,1.3,2.5,0.542,0,0,,0.5,1.2,0.441,1.8,1.7,3.4,0.4,0.3,1.8,1.1,2.4,3.2,2.59
Stephane Lasme,2004-05,UMass,A-10,SO,28,28,23.2,2.3,4.1,0.57,2.3,4.1,0.57,0,0,,1.7,2.4,0.701,2.6,2.6,5.3,1.2,1,2.6,1.8,3.3,6.3,1.51
Stephane Lasme,2005-06,UMass,A-10,JR,28,27,29.1,3.9,6.4,0.609,3.9,6.4,0.609,0,0,,2.7,4.3,0.628,3,4,7,1.1,0.8,3.9,1.9,3.4,10.5,2.63
Stephane Lasme,2006-07,UMass,A-10,SR,33,33,30.6,5,8.2,0.611,5,8.2,0.611,0,0,,3.5,5.7,0.622,3.8,5.7,9.5,0.8,0.9,5.1,2.4,3.4,13.5,0.97
Stephane Lasme,Career,UMass,,,118,90,24.2,3.2,5.4,0.595,3.2,5.4,0.595,0,0,,2.2,3.5,0.622,2.8,3.6,6.4,0.9,0.7,3.4,1.8,3.1,8.6,1.93
Andrew Goudelock,2007-08,College of Charleston,Southern,FR,33,18,29,5.1,10.8,0.466,2.8,5.6,0.508,2.2,5.2,0.422,0.8,0.9,0.871,0.6,1.9,2.5,2.1,1,0.2,1.7,1.3,13.2,-2.31
Andrew Goudelock,2008-09,College of Charleston,Southern,SO,36,35,31.1,6.1,13.4,0.459,3.5,7.4,0.475,2.6,6,0.44,1.8,2.1,0.867,0.5,2,2.5,1.9,0.7,0.3,1.9,1.2,16.7,-5.87
Andrew Goudelock,2009-10,College of Charleston,Southern,JR,34,34,35.6,7.4,16.3,0.451,4.5,9,0.498,2.9,7.3,0.393,1.8,2.2,0.824,0.7,3.6,4.4,3.9,1.1,0.4,2,1.7,19.4,-2.46
Andrew Goudelock,2010-11,College of Charleston,Southern,SR,37,37,35.2,8.6,18.9,0.455,5.1,10.2,0.496,3.5,8.7,0.407,3,3.6,0.821,0.7,3.2,3.9,4.2,0.9,0.2,3.2,1.8,23.7,-1.05
Andrew Goudelock,Career,College of Charleston,,140,124,32.8,6.8,14.9,0.457,4,8.1,0.494,2.8,6.8,0.413,1.9,2.2,0.838,0.6,2.7,3.3,3,0.9,0.3,2.2,1.5,18.4,-2.92,
Travis Leslie,2008-09,Georgia,SEC,FR,26,4,14.3,2.7,6.1,0.447,2.7,6,0.455,0,0.1,0,0.9,1.5,0.575,1.5,2.4,3.9,0.6,0.8,0.5,1,1.2,6.3,5.5
Travis Leslie,2009-10,Georgia,SEC,SO,31,31,29.4,5.5,11.2,0.487,5.3,10.8,0.485,0.2,0.4,0.545,3.7,5,0.735,3.1,3.7,6.8,2.5,1.3,1,2.6,2.1,14.8,8.04
Travis Leslie,2010-11,Georgia,SEC,JR,33,33,32.2,5.4,10.9,0.492,5,9.6,0.517,0.4,1.3,0.302,3.3,4.1,0.801,3.2,4,7.2,2.9,1.2,0.6,2.2,1.9,14.4,6.13
Travis Leslie,Career,Georgia,,,90,68,26.1,4.6,9.6,0.482,4.4,9,0.492,0.2,0.6,0.333,2.7,3.7,0.743,2.7,3.4,6.1,2.1,1.1,0.7,2,1.8,12.2,6.56
Keith Hughes,1986-87,Syracuse,Big East,FR,20,0,4.1,0.7,1.4,0.5,0.7,1.4,0.5,0,0,,0.5,0.6,0.75,,,1,0.3,0.1,0.1,0.5,1.1,1.9,8.23
Keith Hughes,1987-88,Syracuse,Big East,SO,19,0,14.5,2.3,5.5,0.423,2.3,5.1,0.443,0.1,0.4,0.143,0.7,1.3,0.56,1.4,1.3,2.7,0.4,0.9,0.2,0.9,2.5,5.4,8.55
Keith Hughes,1988-89,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Hughes,1989-90,Rutgers,A-10,JR,35,35,32.9,6.9,15.5,0.446,5.9,12.5,0.473,1,3,0.333,3.7,5.5,0.674,2.9,5.3,8.2,0.5,0.7,1,2.2,2.7,18.5,3.11
Keith Hughes,1990-91,Rutgers,A-10,SR,29,,35.7,7.3,16.7,0.439,6,13.1,0.459,1.3,3.6,0.365,5,7.6,0.652,,,10,0.9,0.6,1,2.2,2.6,21,6.57
Keith Hughes,Career,Overall,,,103,35,24.7,5,11.3,0.442,4.3,9.2,0.465,0.7,2.1,0.343,2.9,4.4,0.659,,,6.3,0.5,0.6,0.7,1.6,2.3,13.6,6.61
Keith Hughes,,Syracuse,,,39,0,9.2,1.5,3.4,0.439,1.5,3.2,0.456,0,0.2,0.143,0.6,0.9,0.622,,,1.8,0.3,0.5,0.2,0.7,1.7,3.6,
Keith Hughes,,Rutgers,,,64,35,34.2,7.1,16.1,0.443,6,12.8,0.466,1.1,3.3,0.349,4.3,6.5,0.662,,,9,0.7,0.7,1,2.2,2.7,19.6,
Ousmane Cisse,2006-07,Eastern Illinois,OVC,FR,30,19,22.4,2.4,5.1,0.464,2.4,5.1,0.464,0,0,,1.1,2.2,0.523,2.4,3.9,6.3,0.9,0.5,0.5,1.3,2.4,5.9,-7.12
Ousmane Cisse,2007-08,Eastern Illinois,OVC,SO,29,28,22.1,2.6,4.9,0.525,2.6,4.9,0.525,0,0,,0.7,1.4,0.512,2.3,3.4,5.8,0.9,0.7,0.6,1.7,2.7,5.8,-7.97
Ousmane Cisse,2008-09,Eastern Illinois,OVC,JR,30,29,26,3.1,5.2,0.606,3.1,5.2,0.606,0,0,,1.8,3,0.589,2.8,4.7,7.5,1,0.6,0.5,1.6,3.2,8,-5.47
Ousmane Cisse,2009-10,Eastern Illinois,OVC,SR,31,29,23.8,2.3,4.2,0.543,2.3,4.2,0.543,0,0,,0.9,1.5,0.574,2,4.6,6.6,1.1,0.7,0.5,1.5,2.5,5.4,-5
Ousmane Cisse,Career,Eastern Illinois,,120,105,23.6,2.6,4.8,0.535,2.6,4.8,0.535,0,0,,1.1,2,0.556,2.4,4.2,6.6,1,0.6,0.5,1.6,2.7,6.3,-6.39,
Jamie Watson,1990-91,South Carolina,Metro,FR,33,5,19.7,2.5,5.8,0.42,2.2,4.5,0.473,0.3,1.3,0.233,0.8,1.3,0.568,1.1,1.5,2.5,2.3,1,0.4,1.2,1.2,6,3.83
Jamie Watson,1991-92,South Carolina,SEC,SO,28,25,29.6,3.3,7.5,0.44,3.1,6.6,0.47,0.2,0.9,0.208,0.8,1.5,0.524,,,4.5,2.9,1.3,0.4,2.4,1.9,7.5,6.15
Jamie Watson,1992-93,South Carolina,SEC,JR,27,25,33.7,5.9,12.8,0.461,5.6,11,0.507,0.3,1.8,0.184,2.6,4,0.642,,,5,2.7,1.5,0.9,3,2.4,14.7,9.78
Jamie Watson,1993-94,South Carolina,SEC,SR,27,27,34.2,6.9,14.9,0.459,5.8,11.3,0.511,1.1,3.6,0.296,3.4,5,0.674,,,7,2.4,1.6,0.4,2.2,2.6,18.1,8.46
Jamie Watson,Career,South Carolina,,115,82,28.8,4.5,10,0.45,4,8.1,0.496,0.5,1.9,0.248,1.8,2.9,0.63,,,4.7,2.6,1.3,0.5,2.1,2,11.3,7.05,
Darren Morningstar,1987-88,Navy,CAA,FR,5,,25.4,4.6,12,0.383,4.6,12,0.383,0,0,,3,4.8,0.625,,,6,0.6,0.6,0.2,1.6,3.8,12.2,-3.86
Darren Morningstar,1988-89,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,
Darren Morningstar,1989-90,Pitt,Big East,SO,29,11,12.9,1.3,2.9,0.459,1.3,2.9,0.459,0,0,,1.1,1.9,0.611,,,2.8,0.4,0.4,0.1,1.2,3.1,3.8,11.15
Darren Morningstar,1990-91,Pitt,Big East,JR,33,11,16.6,2.5,5.4,0.469,2.5,5.4,0.469,0,0,,1.8,2.7,0.644,,,4.1,0.6,0.3,0.1,0.9,3,6.8,10.71
Darren Morningstar,1991-92,Pitt,Big East,SR,34,34,25.4,4.8,9.6,0.503,4.8,9.6,0.503,0,0,,2.6,4.9,0.542,,,6.2,1.3,0.6,0.1,2.2,3.2,12.3,8.02
Darren Morningstar,Career,Overall,,,101,56,19,3.1,6.4,0.477,3.1,6.4,0.477,0,0,,1.9,3.3,0.587,,,4.5,0.8,0.5,0.1,1.5,3.1,8.1,6.5
Darren Morningstar,Navy,,,5,,25.4,4.6,12,0.383,4.6,12,0.383,0,0,,3,4.8,0.625,,,6,0.6,0.6,0.2,1.6,3.8,12.2,,
Darren Morningstar,Pitt,,,96,56,18.6,3,6.1,0.486,3,6.1,0.486,0,0,,1.9,3.2,0.584,,,4.4,0.8,0.5,0.1,1.4,3.1,7.9,,
Tiny Gallon,2009-10,Oklahoma,Big 12,FR,30,21,24,4.1,7.4,0.547,3.9,6.9,0.573,0.1,0.6,0.235,2.1,3,0.697,2.8,5.2,7.9,0.8,0.7,0.8,2.3,2.8,10.3,7.79
Tiny Gallon,Career,Oklahoma,,,30,21,24,4.1,7.4,0.547,3.9,6.9,0.573,0.1,0.6,0.235,2.1,3,0.697,2.8,5.2,7.9,0.8,0.7,0.8,2.3,2.8,10.3,7.79
Dominic McGuire,2003-04,California,Pac-10,FR,26,4,15.7,1.8,4.6,0.387,1.7,3.7,0.443,0.1,0.8,0.136,0.6,1.5,0.421,1.3,2.1,3.4,0.8,0.4,0.8,1.4,2,4.3,6.65
Dominic McGuire,2004-05,California,Pac-10,SO,28,23,24.6,3,6.1,0.497,3,5.9,0.509,0,0.2,0.167,1.1,2,0.554,1.6,3.3,4.9,1.7,0.6,1.1,1.9,1.9,7.2,5.96
Dominic McGuire,2005-06,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,
Dominic McGuire,2006-07,Fresno State,WAC,JR,32,32,32.9,4.8,10.2,0.471,4.2,8.1,0.516,0.6,2.1,0.299,3.3,5.7,0.586,2.2,7.6,9.8,3.3,0.9,3.6,3.7,2.8,13.5,-0.14
Dominic McGuire,Career,Overall,,,86,59,25,3.3,7.2,0.462,3,6,0.5,0.3,1.1,0.253,1.8,3.2,0.556,1.7,4.6,6.3,2,0.6,1.9,2.4,2.3,8.7,4.16
Dominic McGuire,California,,,54,27,20.4,2.4,5.4,0.452,2.4,4.9,0.485,0.1,0.5,0.143,0.9,1.7,0.5,1.4,2.7,4.2,1.3,0.5,1,1.6,1.9,5.8,,
Dominic McGuire,Fresno State,,,32,32,32.9,4.8,10.2,0.471,4.2,8.1,0.516,0.6,2.1,0.299,3.3,5.7,0.586,2.2,7.6,9.8,3.3,0.9,3.6,3.7,2.8,13.5,,
Jamal Sampson,2001-02,California,Pac-10,FR,32,31,24.9,2.4,5.7,0.426,2.4,5.7,0.426,0,0,,1.6,3,0.526,2.5,4.1,6.5,1.2,0.5,1.7,1.7,2.7,6.4,7.45
Jamal Sampson,Career,California,,,32,31,24.9,2.4,5.7,0.426,2.4,5.7,0.426,0,0,,1.6,3,0.526,2.5,4.1,6.5,1.2,0.5,1.7,1.7,2.7,6.4,7.45
Chris Whitney,1991-92,Clemson,ACC,JR,28,27,35.1,4.3,10.4,0.41,1.4,3.5,0.394,2.9,6.8,0.419,2,2.6,0.767,0.6,2.7,3.3,5.8,1.5,0,3.4,3.4,13.4,7.29
Chris Whitney,1992-93,Clemson,ACC,SR,30,29,37.5,5,11.3,0.441,2.1,4.2,0.496,2.9,7.1,0.408,2.8,3.5,0.802,,,4.1,6.4,2.4,0.1,3.7,2.9,15.7,7.55
Chris Whitney,Career,Clemson,,,58,56,36.3,4.6,10.8,0.427,1.7,3.9,0.451,2.9,7,0.413,2.4,3.1,0.788,,,3.7,6.1,2,0,3.5,3.1,14.6,7.42
Reggie Turner,1985-86,UAB,Sun Belt,FR,18,1,4.7,0.7,1.5,0.481,,,,,,,0.4,1,0.444,,,1.4,0.1,0.3,0.2,0.2,0.6,1.9,6.46
Reggie Turner,1986-87,UAB,Sun Belt,SO,31,8,16.3,1.8,3.4,0.538,1.7,3.2,0.54,0.1,0.1,0.5,1.2,1.7,0.712,,,3.5,0.5,0.4,0.4,0.8,2.5,4.2,4.2
Reggie Turner,1987-88,UAB,Sun Belt,JR,31,25,29.1,4.6,10,0.457,3.8,8.5,0.452,0.7,1.5,0.479,1.4,1.7,0.778,,,5.6,1,1.4,0.6,2.2,3.3,11.3,1.5
Reggie Turner,1988-89,UAB,Sun Belt,SR,34,,33.4,7.7,15.3,0.507,7.2,13.7,0.527,0.5,1.6,0.333,3.5,4,0.868,,,7.4,1.2,1.1,0.7,1.7,3.2,19.5,2.82
Reggie Turner,Career,UAB,,,114,34,23.1,4.2,8.4,0.493,,,0.505,,,0.406,1.8,2.3,0.788,,,4.9,0.8,0.8,0.5,1.4,2.6,10.3,3.74
Malik Hairston,2004-05,Oregon,Pac-10,FR,27,27,30.7,5.4,10.6,0.509,4.5,8,0.565,0.9,2.6,0.333,1.6,3.3,0.472,1.7,3.3,5,1.9,0.6,0.3,2.1,2.3,13.1,6.67
Malik Hairston,2005-06,Oregon,Pac-10,SO,32,32,33,5.5,11.6,0.47,4,7.8,0.516,1.5,3.9,0.379,2.6,3.7,0.689,2.5,2.3,4.7,2.2,0.5,0.6,2.2,2.3,15,6.85
Malik Hairston,2006-07,Oregon,Pac-10,JR,27,25,29.4,4.3,8.2,0.523,3.4,6.2,0.554,0.9,2,0.426,1.9,3,0.61,2.5,3.5,6,2.1,0.7,0.6,1.8,2.5,11.3,6.3
Malik Hairston,2007-08,Oregon,Pac-10,SR,31,31,31.5,5.7,10.8,0.525,4,6.9,0.577,1.7,3.9,0.433,3.3,4.5,0.732,1.5,3.4,4.8,2.1,0.6,0.8,1.8,2.9,16.3,7.65
Malik Hairston,Career,Oregon,,,117,115,31.2,5.2,10.4,0.504,4,7.2,0.551,1.2,3.1,0.395,2.4,3.7,0.643,2,3.1,5.1,2.1,0.6,0.6,2,2.5,14.1,6.87
Keith Benson,2007-08,Oakland,Summit,FR,29,20,13.4,1.9,3.7,0.505,1.9,3.7,0.505,0,0,,1.5,2.3,0.667,1.2,2.3,3.5,0.1,0.2,1.4,0.7,1.8,5.2,-0.81
Keith Benson,2008-09,Oakland,Summit,SO,36,36,27.8,5.3,8.5,0.622,5.3,8.5,0.624,0,0,0,3.7,5.6,0.667,2.6,5.2,7.8,0.7,0.6,2.4,1.1,3.2,14.3,-1.6
Keith Benson,2009-10,Oakland,Summit,JR,35,35,31.3,5.9,11.1,0.533,5.9,11,0.535,0.1,0.1,0.4,5.4,7.5,0.724,3.2,7.3,10.5,0.8,0.4,3.3,1.7,3,17.3,-2.96
Keith Benson,2010-11,Oakland,Summit,SR,35,35,32.4,6.6,12.1,0.547,6.3,11.4,0.556,0.3,0.7,0.391,4.5,7,0.643,2.7,7.5,10.1,1.1,0.8,3.6,1.9,3.1,17.9,0.1
Keith Benson,Career,Oakland,,,135,126,26.8,5.1,9.1,0.558,5,8.9,0.562,0.1,0.2,0.379,3.9,5.7,0.679,2.5,5.7,8.2,0.7,0.5,2.7,1.4,2.8,14.1,-1.32
Jevon Crudup,1990-91,Missouri,Big 8,FR,15,15,29.7,5.3,10.1,0.526,5.3,10.1,0.53,0,0.1,0,1.3,2.3,0.571,,,7.1,1.3,1.6,0.9,2.1,2.8,12,9.53
Jevon Crudup,1991-92,Missouri,Big 8,SO,30,30,33.4,6,11.9,0.507,6,11.5,0.52,0.1,0.4,0.154,3.2,4.7,0.676,,,8.2,1.8,1.6,0.8,2.3,3.2,15.3,9.69
Jevon Crudup,1992-93,Missouri,Big 8,JR,33,30,32.5,5.7,11.4,0.501,5.6,11.3,0.497,0.1,0.1,1,2.1,4.2,0.504,,,8.3,1.2,1.5,1.1,2.4,3.1,13.6,9.11
Jevon Crudup,1993-94,Missouri,Big 8,SR,31,30,29.1,5,10.3,0.484,5,10.2,0.486,0,0,0,3.3,5.1,0.643,,,8,1.4,1,1.3,2.1,3.4,13.2,8.29
Jevon Crudup,Career,Missouri,,,109,105,31.4,5.5,11,0.502,5.5,10.9,0.505,0,0.2,0.278,2.6,4.3,0.607,,,8,1.4,1.4,1.1,2.2,3.2,13.7,9.15
Ryan Stack,1994-95,South Carolina,SEC,FR,27,1,17.5,2.2,5.1,0.424,1.6,3.6,0.438,0.6,1.6,0.395,1,1.7,0.587,,,3.7,0.7,0.5,1.1,1.5,1.9,6,8.51
Ryan Stack,1995-96,South Carolina,SEC,SO,31,,13.8,1.5,2.9,0.506,1.2,2.2,0.551,0.2,0.6,0.35,1.1,1.4,0.773,,,2.7,0.5,0.2,0.4,1.2,1.2,4.2,6.23
Ryan Stack,1996-97,South Carolina,SEC,JR,31,28,23.4,2,4.3,0.462,1.3,2.5,0.519,0.6,1.7,0.377,1.6,2.3,0.681,,,4.3,0.9,0.6,0.9,1.7,2.3,6.2,7
Ryan Stack,1997-98,South Carolina,SEC,SR,31,31,29.8,3.5,6.9,0.498,3,5.4,0.548,0.5,1.5,0.319,2.2,3.1,0.708,,,6,1,0.7,1.8,2.2,2.4,9.6,8.77
Ryan Stack,Career,South Carolina,,120,60,21.2,2.3,4.8,0.473,1.8,3.4,0.517,0.5,1.4,0.362,1.5,2.2,0.69,,,4.2,0.8,0.5,1,1.7,2,6.5,7.63,
Cedric Ceballos,1988-89,Cal State Fullerton,Big West,JR,29,29,34,8.3,18.8,0.442,7.8,16.8,0.462,0.6,2,0.276,4,6,0.672,,,8.8,1.5,1.6,0.3,3.3,2.7,21.2,2.73
Cedric Ceballos,1989-90,Cal State Fullerton,Big West,SR,29,28,36.9,8.5,17.6,0.485,7.4,14.2,0.523,1.1,3.3,0.323,5,7.4,0.67,,,12.5,1.7,1.6,0.5,3.2,2.4,23.1,5.13
Cedric Ceballos,Career,Cal State Fullerton,,58,57,35.5,8.4,18.2,0.463,7.6,15.5,0.49,0.8,2.7,0.305,4.5,6.7,0.671,,,10.7,1.6,1.6,0.4,3.3,2.5,22.1,3.93,
Isaac Austin,1989-90,Arizona State,Pac-10,JR,31,,27.4,5.3,9.7,0.547,5.3,9.6,0.548,0,0,0,3.1,4.8,0.647,,,6.2,0.9,0.6,0.8,2.5,3,13.7,7.01
Isaac Austin,1990-91,Arizona State,Pac-10,SR,30,,30.2,6.3,11,0.571,6.3,11,0.573,0,0,0,3.7,5.9,0.629,,,8.7,1.9,1,0.6,2.5,2.8,16.3,8.92
Isaac Austin,Career,Arizona State,,61,,28.8,5.8,10.3,0.559,5.8,10.3,0.561,0,0,0,3.4,5.4,0.637,,,7.4,1.4,0.8,0.7,2.5,2.9,15,7.97,
Pape Sow,2001-02,Cal State Fullerton,Big West,SO,26,26,33.3,5.3,12.7,0.421,5.1,11.5,0.446,0.2,1.2,0.188,4.5,7,0.648,2.6,6,8.6,0.7,1.3,1.2,2.2,3.6,15.5,-1.06
Pape Sow,2002-03,Cal State Fullerton,Big West,JR,18,16,31.4,4.6,8.9,0.513,4.2,8.2,0.514,0.3,0.7,0.5,4.4,6.4,0.681,2.8,6.1,8.8,0.7,1.4,0.7,2.5,3.5,13.8,-2.99
Pape Sow,2003-04,Cal State Fullerton,Big West,SR,28,28,32.2,5.7,11.6,0.494,5.4,10.7,0.507,0.3,0.9,0.333,5.6,8.3,0.675,3.1,6.6,9.7,0.9,1.6,0.6,3,3.6,17.3,-0.81
Pape Sow,Career,Cal State Fullerton,,72,70,32.4,5.3,11.3,0.468,5,10.4,0.484,0.3,0.9,0.294,4.9,7.3,0.667,2.8,6.2,9.1,0.8,1.4,0.8,2.6,3.6,15.8,-1.62,
Junie Lewis,1984-85,Pitt,Big East,FR,24,1,7.3,1.8,4,0.453,,,,,,,0.8,1,0.72,,,0.4,0.5,0.3,0,0.6,1.2,4.4,5.61
Junie Lewis,1985-86,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,
Junie Lewis,1986-87,South Alabama,Sun Belt,SO,28,,29.1,7.8,16.2,0.481,6.7,13,0.515,1.1,3.1,0.341,2.3,3.4,0.681,,,4.3,3.4,1.6,0.3,2.7,3.1,18.9,0.12
Junie Lewis,1987-88,South Alabama,Sun Belt,JR,29,25,31.4,8.9,16.8,0.527,8.5,15.4,0.549,0.4,1.4,0.275,3.6,5.1,0.714,,,5.6,3.7,1.4,0.1,2.5,2.4,21.7,0.17
Junie Lewis,1988-89,South Alabama,Sun Belt,SR,32,31,33.6,7.4,13.3,0.555,7.3,12.9,0.57,0,0.4,0.077,2.9,4,0.727,,,6.7,5.9,1.4,0.2,2.7,1.9,17.7,2.26
Junie Lewis,Career,Overall,,,113,57,26.3,6.7,12.9,0.516,,,0.546,,,0.298,2.5,3.5,0.711,,,4.5,3.6,1.2,0.2,2.2,2.2,16.2,2.04
Junie Lewis,,Pitt,,,24,1,7.3,1.8,4,0.453,,,,,,,0.8,1,0.72,,,0.4,0.5,0.3,0,0.6,1.2,4.4,
Junie Lewis,,South Alabama,,89,56,31.5,8,15.3,0.52,,,0.546,,,0.298,2.9,4.1,0.71,,,5.6,4.4,1.5,0.2,2.6,2.5,19.4,,
Galen Young,1997-98,Charlotte,CUSA,JR,30,27,25.5,2.9,7.7,0.381,2.3,5.6,0.414,0.6,2.1,0.29,2,2.8,0.714,,,5.2,1.9,1.3,0.3,2.7,3.4,8.5,6.72
Galen Young,1998-99,Charlotte,CUSA,SR,34,33,31,5,12.2,0.411,4.3,10.1,0.426,0.7,2.1,0.338,4,5.7,0.701,,,7.2,3,1.5,0.6,3.6,3.9,14.7,7.6
Galen Young,Career,Charlotte,,,64,60,28.4,4,10.1,0.4,3.4,8,0.422,0.7,2.1,0.316,3.1,4.3,0.705,,,6.3,2.5,1.4,0.5,3.1,3.7,11.8,7.16
Jamie Feick,1992-93,Michigan State,Big Ten,FR,14,0,3.9,0.1,1.1,0.133,0.1,1,0.143,0,0.1,0,0.1,0.3,0.25,,,1.4,0.1,0.1,0.1,0.3,0.5,0.4,7.92
Jamie Feick,1993-94,Michigan State,Big Ten,SO,32,3,15.8,1.2,2.2,0.551,1.2,2.1,0.567,0,0.1,0,0.6,1.3,0.488,,,3.3,0.7,0.4,0.3,0.7,1.7,3,10.8
Jamie Feick,1994-95,Michigan State,Big Ten,JR,28,28,31.3,4,6.4,0.617,4,6.4,0.617,0,0,,1.9,3.3,0.581,,,10,1,0.9,0.4,1.6,2.2,9.9,7.92
Jamie Feick,1995-96,Michigan State,Big Ten,SR,32,,30.8,3.6,8.4,0.433,3,6.3,0.473,0.6,2,0.308,2.2,3.6,0.617,,,9.5,2.3,0.8,0.4,2.2,2.3,10.1,9.04
