name,season,school,conf,class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Richard Dumas,1988-89,Oklahoma State,Big 8,SO,28,28,850,184,411,0.448,179,390,0.459,5,21,0.238,66,107,0.617,,,197,73,69,30,81,83,439
Richard Dumas,1989-90,Oklahoma State,Big 8,JR,12,7,276,62,113,0.549,62,110,0.564,0,3,0,28,44,0.636,,,65,27,18,5,34,20,152
Richard Dumas,Career,Oklahoma State,,70,61,2063,449,896,0.501,444,870,0.51,5,26,0.192,209,305,0.685,,,455,149,136,66,227,194,1112,
Robert Werdann,1988-89,St. John's (NY),Big East,FR,29,,774,94,190,0.495,94,188,0.5,0,2,0,40,60,0.667,,,191,39,27,31,77,111,228
Robert Werdann,1989-90,St. John's (NY),Big East,SO,34,34,990,124,246,0.504,124,246,0.504,0,0,,82,123,0.667,,,260,27,30,66,80,124,330
Robert Werdann,1990-91,St. John's (NY),Big East,JR,32,,943,128,259,0.494,127,258,0.492,1,1,1,105,145,0.724,,,226,45,37,69,90,111,362
Robert Werdann,1991-92,St. John's (NY),Big East,SR,12,,286,40,87,0.46,40,87,0.46,0,0,,35,52,0.673,,,69,19,13,22,27,45,115
Robert Werdann,Career,St. John's (NY),,107,34,2993,386,782,0.494,385,779,0.494,1,3,0.333,262,380,0.689,,,746,130,107,188,274,391,1035,
Richard Petruska,1990-91,Loyola Marymount,WCC,SO,28,25,639,188,319,0.589,188,317,0.593,0,2,0,84,123,0.683,,,214,12,26,55,60,95,460
Richard Petruska,1992-93,UCLA,Pac-10,SR,33,33,868,163,327,0.498,161,320,0.503,2,7,0.286,61,102,0.598,,,205,30,29,61,67,104,389
Richard Petruska,Career,Overall,,,61,58,1507,351,646,0.543,349,637,0.548,2,9,0.222,145,225,0.644,,,419,42,55,116,127,199,849
Richard Petruska,Loyola Marymount,,28,25,639,188,319,0.589,188,317,0.593,0,2,0,84,123,0.683,,,214,12,26,55,60,95,460,,
Richard Petruska,UCLA,,,33,33,868,163,327,0.498,161,320,0.503,2,7,0.286,61,102,0.598,,,205,30,29,61,67,104,389,
Andrae Patterson,1994-95,Indiana,Big Ten,FR,28,19,540,84,170,0.494,80,162,0.494,4,8,0.5,31,45,0.689,,,108,21,16,16,49,80,203
Andrae Patterson,1995-96,Indiana,Big Ten,SO,31,29,803,130,282,0.461,110,225,0.489,20,57,0.351,70,95,0.737,,,191,46,28,42,73,103,350
Andrae Patterson,1996-97,Indiana,Big Ten,JR,30,25,829,151,321,0.47,140,278,0.504,11,43,0.256,97,128,0.758,,,201,43,32,39,77,91,410
Andrae Patterson,1997-98,Indiana,Big Ten,SR,32,27,816,152,307,0.495,142,271,0.524,10,36,0.278,88,111,0.793,,,187,46,28,30,68,95,402
Andrae Patterson,Career,Indiana,,,121,100,2988,517,1080,0.479,472,936,0.504,45,144,0.313,286,379,0.755,,,687,156,104,127,267,369,1365
Erazem Lorbek,2002-03,Michigan State,Big Ten,FR,35,16,541,87,163,0.534,75,137,0.547,12,26,0.462,37,57,0.649,37,78,115,20,22,19,38,58,223
Erazem Lorbek,Career,Michigan State,,35,16,541,87,163,0.534,75,137,0.547,12,26,0.462,37,57,0.649,37,78,115,20,22,19,38,58,223,
J.R. Koch,1995-96,Iowa,Big Ten,FR,32,1,338,38,82,0.463,32,65,0.492,6,17,0.353,26,43,0.605,,,82,9,6,7,36,47,108
J.R. Koch,1996-97,Iowa,Big Ten,SO,32,24,742,94,206,0.456,76,145,0.524,18,61,0.295,51,71,0.718,,,138,36,8,25,63,83,257
J.R. Koch,1997-98,Iowa,Big Ten,JR,31,3,499,75,125,0.6,59,91,0.648,16,34,0.471,48,66,0.727,,,102,21,13,28,45,59,214
J.R. Koch,1998-99,Iowa,Big Ten,SR,30,24,660,107,204,0.525,83,142,0.585,24,62,0.387,74,99,0.747,,,127,19,20,32,65,78,312
J.R. Koch,Career,Iowa,,,125,52,2239,314,617,0.509,250,443,0.564,64,174,0.368,199,279,0.713,,,449,85,47,92,209,267,891
George Banks,1993-94,UTEP,WAC,JR,30,25,848,89,180,0.494,89,178,0.5,0,2,0,70,119,0.588,,,250,21,34,57,35,77,248
George Banks,1994-95,UTEP,WAC,SR,29,29,892,141,249,0.566,141,247,0.571,0,2,0,159,215,0.74,,,248,19,57,65,56,85,441
George Banks,Career,UTEP,,,59,54,1740,230,429,0.536,230,425,0.541,0,4,0,229,334,0.686,,,498,40,91,122,91,162,689
Trent Plaisted,2004-05,BYU,MWC,FR,5,0,44,0,3,0,0,3,0,0,0,,3,6,0.5,2,6,8,1,0,0,2,2,3
Trent Plaisted,2005-06,BYU,MWC,FR,29,29,819,144,276,0.522,144,276,0.522,0,0,,106,172,0.616,70,129,199,28,12,27,71,105,394
Trent Plaisted,2006-07,BYU,MWC,SO,34,33,977,167,306,0.546,167,306,0.546,0,0,,96,195,0.492,84,126,210,40,15,46,56,111,430
Trent Plaisted,2007-08,BYU,MWC,JR,35,35,958,202,373,0.542,202,373,0.542,0,0,,141,260,0.542,75,194,269,54,15,34,84,82,545
Trent Plaisted,Career,BYU,,,103,97,2798,513,958,0.535,513,958,0.535,0,0,,346,633,0.547,231,455,686,123,42,107,213,300,1372
Gani Lawal,2007-08,Georgia Tech,ACC,FR,32,25,554,90,158,0.57,90,157,0.573,0,1,0,49,99,0.495,52,61,113,9,12,32,54,84,229
Gani Lawal,2008-09,Georgia Tech,ACC,SO,31,30,919,184,331,0.556,184,330,0.558,0,1,0,99,177,0.559,111,183,294,19,31,46,79,80,467
Gani Lawal,2009-10,Georgia Tech,ACC,JR,36,36,930,172,325,0.529,172,324,0.531,0,1,0,127,222,0.572,105,200,305,15,16,49,78,76,471
Gani Lawal,Career,Georgia Tech,,,99,91,2403,446,814,0.548,446,811,0.55,0,3,0,275,498,0.552,268,444,712,43,59,127,211,240,1167
Stephane Lasme,2003-04,UMass,A-10,FR,29,2,386,39,72,0.542,39,72,0.542,0,0,,15,34,0.441,52,48,100,11,10,51,33,69,93
Stephane Lasme,2004-05,UMass,A-10,SO,28,28,649,65,114,0.57,65,114,0.57,0,0,,47,67,0.701,74,74,148,33,28,72,51,92,177
Stephane Lasme,2005-06,UMass,A-10,JR,28,27,816,109,179,0.609,109,179,0.609,0,0,,76,121,0.628,83,112,195,31,21,108,54,96,294
Stephane Lasme,2006-07,UMass,A-10,SR,33,33,1010,165,270,0.611,165,270,0.611,0,0,,117,188,0.622,126,189,315,28,29,168,79,111,447
Stephane Lasme,Career,UMass,,,118,90,2861,378,635,0.595,378,635,0.595,0,0,,255,410,0.622,335,423,758,103,88,399,217,368,1011
Andrew Goudelock,2007-08,College of Charleston,Southern,FR,33,18,956,167,358,0.466,94,185,0.508,73,173,0.422,27,31,0.871,20,63,83,69,33,6,55,44,434
Andrew Goudelock,2008-09,College of Charleston,Southern,SO,36,35,1120,221,481,0.459,126,265,0.475,95,216,0.44,65,75,0.867,18,72,90,67,26,11,69,44,602
Andrew Goudelock,2009-10,College of Charleston,Southern,JR,34,34,1210,250,554,0.451,153,307,0.498,97,247,0.393,61,74,0.824,25,123,148,131,38,13,68,58,658
Andrew Goudelock,2010-11,College of Charleston,Southern,SR,37,37,1302,318,699,0.455,187,377,0.496,131,322,0.407,110,134,0.821,25,118,143,157,33,7,119,66,877
Andrew Goudelock,Career,College of Charleston,,140,124,4588,956,2092,0.457,560,1134,0.494,396,958,0.413,263,314,0.838,88,376,464,424,130,37,311,212,2571,
Travis Leslie,2008-09,Georgia,SEC,FR,26,4,371,71,159,0.447,71,156,0.455,0,3,0,23,40,0.575,40,62,102,16,21,13,27,31,165
Travis Leslie,2009-10,Georgia,SEC,SO,31,31,912,169,347,0.487,163,336,0.485,6,11,0.545,114,155,0.735,96,116,212,78,40,30,82,65,458
Travis Leslie,2010-11,Georgia,SEC,JR,33,33,1062,177,360,0.492,164,317,0.517,13,43,0.302,109,136,0.801,106,131,237,97,40,20,71,63,476
Travis Leslie,Career,Georgia,,,90,68,2345,417,866,0.482,398,809,0.492,19,57,0.333,246,331,0.743,242,309,551,191,101,63,180,159,1099
Keith Hughes,1986-87,Syracuse,Big East,FR,20,0,81,14,28,0.5,14,28,0.5,0,0,,9,12,0.75,,,19,6,1,2,10,21,37
Keith Hughes,1987-88,Syracuse,Big East,SO,19,0,276,44,104,0.423,43,97,0.443,1,7,0.143,14,25,0.56,26,25,51,7,17,4,17,47,103
Keith Hughes,1989-90,Rutgers,A-10,JR,35,35,1151,242,543,0.446,207,438,0.473,35,105,0.333,130,193,0.674,102,184,286,17,24,34,76,96,649
Keith Hughes,1990-91,Rutgers,A-10,SR,29,,1035,213,485,0.439,175,381,0.459,38,104,0.365,144,221,0.652,,,289,25,18,28,64,74,608
Keith Hughes,Career,Overall,,,103,35,2543,513,1160,0.442,439,944,0.465,74,216,0.343,297,451,0.659,128,209,645,55,60,68,167,238,1397
Keith Hughes,,Syracuse,,,39,0,357,58,132,0.439,57,125,0.456,1,7,0.143,23,37,0.622,26,25,70,13,18,6,27,68,140
Keith Hughes,,Rutgers,,,64,35,2186,455,1028,0.443,382,819,0.466,73,209,0.349,274,414,0.662,102,184,575,42,42,62,140,170,1257
Ousmane Cisse,2006-07,Eastern Illinois,OVC,FR,30,19,673,71,153,0.464,71,153,0.464,0,0,,34,65,0.523,73,116,189,28,16,15,40,72,176
Ousmane Cisse,2007-08,Eastern Illinois,OVC,SO,29,28,642,74,141,0.525,74,141,0.525,0,0,,21,41,0.512,68,99,167,25,19,18,50,78,169
Ousmane Cisse,2008-09,Eastern Illinois,OVC,JR,30,29,780,94,155,0.606,94,155,0.606,0,0,,53,90,0.589,84,140,224,31,18,16,49,96,241
Ousmane Cisse,2009-10,Eastern Illinois,OVC,SR,31,29,738,70,129,0.543,70,129,0.543,0,0,,27,47,0.574,63,143,206,34,22,15,47,79,167
Ousmane Cisse,Career,Eastern Illinois,,120,105,2833,309,578,0.535,309,578,0.535,0,0,,135,243,0.556,288,498,786,118,75,64,186,325,753,
Jamie Watson,1990-91,South Carolina,Metro,FR,33,5,651,81,193,0.42,71,150,0.473,10,43,0.233,25,44,0.568,35,48,83,77,32,13,40,41,197
Jamie Watson,1991-92,South Carolina,SEC,SO,28,25,830,92,209,0.44,87,185,0.47,5,24,0.208,22,42,0.524,,,127,81,35,10,68,54,211
Jamie Watson,1992-93,South Carolina,SEC,JR,27,25,910,159,345,0.461,150,296,0.507,9,49,0.184,70,109,0.642,,,136,72,41,23,80,65,397
Jamie Watson,1993-94,South Carolina,SEC,SR,27,27,924,185,403,0.459,156,305,0.511,29,98,0.296,91,135,0.674,,,190,66,44,10,59,70,490
Jamie Watson,Career,South Carolina,,115,82,3315,517,1150,0.45,464,936,0.496,53,214,0.248,208,330,0.63,35,48,536,296,152,56,247,230,1295,
Darren Morningstar,1987-88,Navy,CAA,FR,5,,127,23,60,0.383,23,60,0.383,0,0,,15,24,0.625,,,30,3,3,1,8,19,61
Darren Morningstar,1989-90,Pitt,Big East,SO,29,11,375,39,85,0.459,39,85,0.459,0,0,,33,54,0.611,,,82,12,13,3,35,91,111
Darren Morningstar,1990-91,Pitt,Big East,JR,33,11,549,84,179,0.469,84,179,0.469,0,0,,58,90,0.644,,,134,21,11,4,29,98,226
Darren Morningstar,1991-92,Pitt,Big East,SR,34,34,863,164,326,0.503,164,326,0.503,0,0,,90,166,0.542,,,210,44,22,3,75,108,418
Darren Morningstar,Career,Overall,,,101,56,1914,310,650,0.477,310,650,0.477,0,0,,196,334,0.587,,,456,80,49,11,147,316,816
Darren Morningstar,Navy,,,5,,127,23,60,0.383,23,60,0.383,0,0,,15,24,0.625,,,30,3,3,1,8,19,61,
Darren Morningstar,Pitt,,,96,56,1787,287,590,0.486,287,590,0.486,0,0,,181,310,0.584,,,426,77,46,10,139,297,755,
Tiny Gallon,2009-10,Oklahoma,Big 12,FR,30,21,720,122,223,0.547,118,206,0.573,4,17,0.235,62,89,0.697,83,155,238,24,21,23,70,85,310
Tiny Gallon,Career,Oklahoma,,,30,21,720,122,223,0.547,118,206,0.573,4,17,0.235,62,89,0.697,83,155,238,24,21,23,70,85,310
Dominic McGuire,2003-04,California,Pac-10,FR,26,4,409,46,119,0.387,43,97,0.443,3,22,0.136,16,38,0.421,33,55,88,21,11,22,36,51,111
Dominic McGuire,2004-05,California,Pac-10,SO,28,23,690,85,171,0.497,84,165,0.509,1,6,0.167,31,56,0.554,45,93,138,47,16,31,52,53,202
Dominic McGuire,2006-07,Fresno State,WAC,JR,32,32,1054,153,325,0.471,133,258,0.516,20,67,0.299,106,181,0.586,70,244,314,104,28,114,119,91,432
Dominic McGuire,Career,Overall,,,86,59,2153,284,615,0.462,260,520,0.5,24,95,0.253,153,275,0.556,148,392,540,172,55,167,207,195,745
Dominic McGuire,California,,,54,27,1099,131,290,0.452,127,262,0.485,4,28,0.143,47,94,0.5,78,148,226,68,27,53,88,104,313,
Dominic McGuire,Fresno State,,,32,32,1054,153,325,0.471,133,258,0.516,20,67,0.299,106,181,0.586,70,244,314,104,28,114,119,91,432,
Jamal Sampson,2001-02,California,Pac-10,FR,32,31,797,78,183,0.426,78,183,0.426,0,0,,50,95,0.526,79,130,209,38,15,54,53,85,206
Jamal Sampson,Career,California,,,32,31,797,78,183,0.426,78,183,0.426,0,0,,50,95,0.526,79,130,209,38,15,54,53,85,206
Chris Whitney,1991-92,Clemson,ACC,JR,28,27,982,119,290,0.41,39,99,0.394,80,191,0.419,56,73,0.767,16,76,92,161,41,0,94,95,374
Chris Whitney,1992-93,Clemson,ACC,SR,30,29,1126,149,338,0.441,62,125,0.496,87,213,0.408,85,106,0.802,,,122,193,73,2,110,87,470
Chris Whitney,Career,Clemson,,,58,56,2108,268,628,0.427,101,224,0.451,167,404,0.413,141,179,0.788,16,76,214,354,114,2,204,182,844
Reggie Turner,1985-86,UAB,Sun Belt,FR,18,1,84,13,27,0.481,,,,,,,8,18,0.444,,,26,1,5,3,4,10,34
Reggie Turner,1986-87,UAB,Sun Belt,SO,31,8,505,56,104,0.538,54,100,0.54,2,4,0.5,37,52,0.712,,,109,17,13,12,24,76,131
Reggie Turner,1987-88,UAB,Sun Belt,JR,31,25,903,142,311,0.457,119,263,0.452,23,48,0.479,42,54,0.778,,,174,30,42,18,67,101,349
Reggie Turner,1988-89,UAB,Sun Belt,SR,34,,1137,263,519,0.507,245,465,0.527,18,54,0.333,118,136,0.868,,,251,40,36,24,59,110,662
Reggie Turner,Career,UAB,,,114,34,2629,474,961,0.493,,,0.505,43,106,0.406,205,260,0.788,,,560,88,96,57,154,297,1176
Malik Hairston,2004-05,Oregon,Pac-10,FR,27,27,830,145,285,0.509,122,216,0.565,23,69,0.333,42,89,0.472,46,89,135,52,15,9,58,62,355
Malik Hairston,2005-06,Oregon,Pac-10,SO,32,32,1056,175,372,0.47,128,248,0.516,47,124,0.379,82,119,0.689,79,72,151,69,15,20,70,73,479
Malik Hairston,2006-07,Oregon,Pac-10,JR,27,25,793,116,222,0.523,93,168,0.554,23,54,0.426,50,82,0.61,68,94,162,57,18,16,49,67,305
Malik Hairston,2007-08,Oregon,Pac-10,SR,31,31,976,176,335,0.525,124,215,0.577,52,120,0.433,101,138,0.732,45,105,150,66,19,26,55,90,505
Malik Hairston,Career,Oregon,,,117,115,3655,612,1214,0.504,467,847,0.551,145,367,0.395,275,428,0.643,238,360,598,244,67,71,232,292,1644
Keith Benson,2007-08,Oakland,Summit,FR,29,20,389,54,107,0.505,54,107,0.505,0,0,,44,66,0.667,35,67,102,3,5,40,21,52,152
Keith Benson,2008-09,Oakland,Summit,SO,36,36,999,191,307,0.622,191,306,0.624,0,1,0,134,201,0.667,92,188,280,25,20,87,38,116,516
Keith Benson,2009-10,Oakland,Summit,JR,35,35,1095,208,390,0.533,206,385,0.535,2,5,0.4,189,261,0.724,111,256,367,28,15,117,58,104,607
Keith Benson,2010-11,Oakland,Summit,SR,35,35,1133,231,422,0.547,222,399,0.556,9,23,0.391,157,244,0.643,93,261,354,38,28,125,66,108,628
Keith Benson,Career,Oakland,,,135,126,3616,684,1226,0.558,673,1197,0.562,11,29,0.379,524,772,0.679,331,772,1103,94,68,369,183,380,1903
Jevon Crudup,1990-91,Missouri,Big 8,FR,15,15,446,80,152,0.526,80,151,0.53,0,1,0,20,35,0.571,,,107,20,24,13,31,42,180
Jevon Crudup,1991-92,Missouri,Big 8,SO,30,30,1002,181,357,0.507,179,344,0.52,2,13,0.154,96,142,0.676,,,246,55,49,25,68,96,460
Jevon Crudup,1992-93,Missouri,Big 8,JR,33,30,1074,188,375,0.501,185,372,0.497,3,3,1,70,139,0.504,,,273,38,49,37,78,102,449
Jevon Crudup,1993-94,Missouri,Big 8,SR,31,30,903,154,318,0.484,154,317,0.486,0,1,0,101,157,0.643,,,248,43,32,41,66,104,409
Jevon Crudup,Career,Missouri,,,109,105,3425,603,1202,0.502,598,1184,0.505,5,18,0.278,287,473,0.607,,,874,156,154,116,243,344,1498
Ryan Stack,1994-95,South Carolina,SEC,FR,27,1,472,59,139,0.424,42,96,0.438,17,43,0.395,27,46,0.587,,,100,18,13,29,41,52,162
Ryan Stack,1995-96,South Carolina,SEC,SO,31,,427,45,89,0.506,38,69,0.551,7,20,0.35,34,44,0.773,,,83,15,5,12,38,37,131
Ryan Stack,1996-97,South Carolina,SEC,JR,31,28,725,61,132,0.462,41,79,0.519,20,53,0.377,49,72,0.681,,,132,27,19,28,52,72,191
Ryan Stack,1997-98,South Carolina,SEC,SR,31,31,924,107,215,0.498,92,168,0.548,15,47,0.319,68,96,0.708,,,186,32,22,55,69,75,297
Ryan Stack,Career,South Carolina,,120,60,2548,272,575,0.473,213,412,0.517,59,163,0.362,178,258,0.69,,,501,92,59,124,200,236,781,
Cedric Ceballos,1988-89,Cal State Fullerton,Big West,JR,29,29,986,241,545,0.442,225,487,0.462,16,58,0.276,117,174,0.672,,,256,43,46,8,97,77,615
Cedric Ceballos,1989-90,Cal State Fullerton,Big West,SR,29,28,1071,247,509,0.485,216,413,0.523,31,96,0.323,144,215,0.67,,,362,50,47,15,92,69,669
Cedric Ceballos,Career,Cal State Fullerton,,58,57,2057,488,1054,0.463,441,900,0.49,47,154,0.305,261,389,0.671,,,618,93,93,23,189,146,1284,
Isaac Austin,1989-90,Arizona State,Pac-10,JR,31,,848,164,300,0.547,164,299,0.548,0,1,0,97,150,0.647,,,192,27,20,24,77,92,425
Isaac Austin,1990-91,Arizona State,Pac-10,SR,30,,906,189,331,0.571,189,330,0.573,0,1,0,112,178,0.629,,,262,57,29,17,75,83,490
Isaac Austin,Career,Arizona State,,61,,1754,353,631,0.559,353,629,0.561,0,2,0,209,328,0.637,,,454,84,49,41,152,175,915,
Pape Sow,2001-02,Cal State Fullerton,Big West,SO,26,26,867,139,330,0.421,133,298,0.446,6,32,0.188,118,182,0.648,68,155,223,18,35,32,57,94,402
Pape Sow,2002-03,Cal State Fullerton,Big West,JR,18,16,566,82,160,0.513,76,148,0.514,6,12,0.5,79,116,0.681,50,109,159,13,25,13,45,63,249
Pape Sow,2003-04,Cal State Fullerton,Big West,SR,28,28,901,160,324,0.494,152,300,0.507,8,24,0.333,156,231,0.675,87,185,272,25,44,16,85,101,484
Pape Sow,Career,Cal State Fullerton,,72,70,2334,381,814,0.468,361,746,0.484,20,68,0.294,353,529,0.667,205,449,654,56,104,61,187,258,1135,
Junie Lewis,1984-85,Pitt,Big East,FR,24,1,174,43,95,0.453,,,,,,,18,25,0.72,,,10,12,8,1,14,29,106
Junie Lewis,1986-87,South Alabama,Sun Belt,SO,28,,816,218,453,0.481,188,365,0.515,30,88,0.341,64,94,0.681,,,121,94,44,9,75,87,530
Junie Lewis,1987-88,South Alabama,Sun Belt,JR,29,25,912,257,488,0.527,246,448,0.549,11,40,0.275,105,147,0.714,,,163,108,42,4,72,71,630
Junie Lewis,1988-89,South Alabama,Sun Belt,SR,32,31,1074,236,425,0.555,235,412,0.57,1,13,0.077,93,128,0.727,,,215,188,46,5,85,62,566
Junie Lewis,Career,Overall,,,113,57,2976,754,1461,0.516,,,0.546,42,141,0.298,280,394,0.711,,,509,402,140,19,246,249,1832
Junie Lewis,,Pitt,,,24,1,174,43,95,0.453,,,,,,,18,25,0.72,,,10,12,8,1,14,29,106
Junie Lewis,,South Alabama,,89,56,2802,711,1366,0.52,,,0.546,42,141,0.298,262,369,0.71,,,499,390,132,18,232,220,1726,
Galen Young,1997-98,Charlotte,CUSA,JR,30,27,764,88,231,0.381,70,169,0.414,18,62,0.29,60,84,0.714,,,155,58,40,10,80,103,254
Galen Young,1998-99,Charlotte,CUSA,SR,34,33,1054,170,414,0.411,146,343,0.426,24,71,0.338,136,194,0.701,,,245,103,52,19,121,134,500
Galen Young,Career,Charlotte,,,64,60,1818,258,645,0.4,216,512,0.422,42,133,0.316,196,278,0.705,,,400,161,92,29,201,237,754
Jamie Feick,1992-93,Michigan State,Big Ten,FR,14,0,55,2,15,0.133,2,14,0.143,0,1,0,1,4,0.25,,,20,1,2,1,4,7,5
Jamie Feick,1993-94,Michigan State,Big Ten,SO,32,3,506,38,69,0.551,38,67,0.567,0,2,0,20,41,0.488,,,104,23,12,11,22,53,96
Jamie Feick,1994-95,Michigan State,Big Ten,JR,28,28,875,111,180,0.617,111,180,0.617,0,0,,54,93,0.581,,,281,29,26,12,45,62,276
Jamie Feick,1995-96,Michigan State,Big Ten,SR,32,,986,116,268,0.433,96,203,0.473,20,65,0.308,71,115,0.617,,,303,75,24,14,69,73,323
Jamie Feick,Career,Michigan State,,106,31,2422,267,532,0.502,247,464,0.532,20,68,0.294,146,253,0.577,,,708,128,64,38,140,195,700,
Ryan Richardson,2014-15,Weber State,Big Sky,FR,24,0,372,47,129,0.364,14,34,0.412,33,95,0.347,16,19,0.842,3,27,30,21,6,8,25,37,143
Ryan Richardson,2015-16,Weber State,Big Sky,SO,29,26,574,62,162,0.383,14,29,0.483,48,133,0.361,22,26,0.846,4,47,51,36,19,3,34,52,194
Ryan Richardson,2016-17,Weber State,Big Sky,JR,33,26,914,89,212,0.42,26,57,0.456,63,155,0.406,26,36,0.722,7,60,67,60,30,6,52,66,267
Ryan Richardson,2017-18,Weber State,Big Sky,SR,31,31,1010,145,316,0.459,54,103,0.524,91,213,0.427,39,52,0.75,7,93,100,66,33,11,46,69,420
Ryan Richardson,Career,Weber State,,,117,83,2870,343,819,0.419,108,223,0.484,235,596,0.394,103,133,0.774,21,227,248,183,88,28,157,224,1024
Ricky Minard,2000-01,Morehead State,OVC,FR,27,27,,154,312,0.494,92,157,0.586,62,155,0.4,81,103,0.786,40,90,130,57,49,10,66,75,451
Ricky Minard,2001-02,Morehead State,OVC,SO,29,29,1031,227,458,0.496,162,291,0.557,65,167,0.389,127,162,0.784,53,148,201,96,73,29,86,91,646
Ricky Minard,2002-03,Morehead State,OVC,JR,29,28,909,225,436,0.516,171,289,0.592,54,147,0.367,149,178,0.837,43,138,181,117,63,17,89,77,653
Ricky Minard,2003-04,Morehead State,OVC,SR,29,28,994,210,466,0.451,165,328,0.503,45,138,0.326,166,214,0.776,44,169,213,147,60,15,106,73,631
Ricky Minard,Career,Morehead State,,114,112,2934,816,1672,0.488,590,1065,0.554,226,607,0.372,523,657,0.796,180,545,725,417,245,71,347,316,2381,
Haywoode Workman,1986-87,Oral Roberts,MW Coll,SO,28,28,1086,125,342,0.365,109,286,0.381,16,56,0.286,121,152,0.796,,,93,188,54,2,98,88,387
Haywoode Workman,1987-88,Oral Roberts,Ind,JR,29,28,988,206,496,0.415,164,347,0.473,42,149,0.282,108,143,0.755,,,174,78,103,4,62,88,562
Haywoode Workman,1988-89,Oral Roberts,Ind,SR,28,26,980,205,424,0.483,168,323,0.52,37,101,0.366,110,135,0.815,,,171,110,93,3,72,83,557
Haywoode Workman,Career,Oral Roberts,,,85,82,3054,536,1262,0.425,441,956,0.461,95,306,0.31,339,430,0.788,,,438,376,250,9,232,259,1506
Cory Carr,1994-95,Texas Tech,SWC,FR,28,,241,40,98,0.408,31,64,0.484,9,34,0.265,27,41,0.659,,,29,24,6,2,28,34,116
Cory Carr,1995-96,Texas Tech,SWC,SO,32,3,810,168,382,0.44,76,147,0.517,92,235,0.391,86,113,0.761,,,123,49,19,4,40,58,514
Cory Carr,1996-97,Texas Tech,Big 12,JR,28,28,1050,213,499,0.427,119,250,0.476,94,249,0.378,126,159,0.792,,,128,82,25,4,98,60,646
Cory Carr,1997-98,Texas Tech,Big 12,SR,27,27,1013,209,494,0.423,142,296,0.48,67,198,0.338,143,166,0.861,,,131,69,30,8,76,65,628
Cory Carr,Career,Texas Tech,,,115,58,3114,630,1473,0.428,368,757,0.486,262,716,0.366,382,479,0.797,,,411,224,80,18,242,217,1904
Amal McCaskill,1991-92,Marquette,GMWC,FR,15,0,120,9,25,0.36,9,25,0.36,0,0,,8,15,0.533,,,47,5,6,12,7,17,26
Amal McCaskill,1993-94,Marquette,GMWC,SO,33,,363,62,91,0.681,62,91,0.681,0,0,,47,74,0.635,,,108,17,8,32,36,60,171
Amal McCaskill,1994-95,Marquette,GMWC,JR,33,,924,134,262,0.511,133,259,0.514,1,3,0.333,85,129,0.659,,,279,26,14,76,73,102,354
Amal McCaskill,1995-96,Marquette,CUSA,SR,30,30,796,123,224,0.549,122,222,0.55,1,2,0.5,63,97,0.649,,,266,38,17,55,78,108,310
Amal McCaskill,Career,Marquette,,,111,30,2203,328,602,0.545,326,597,0.546,2,5,0.4,203,315,0.644,,,700,86,45,175,194,287,861
Lari Ketner,1996-97,UMass,A-10,SO,33,29,792,141,253,0.557,141,252,0.56,0,1,0,67,114,0.588,,,175,23,8,73,61,103,349
Lari Ketner,1997-98,UMass,A-10,JR,32,31,968,195,373,0.523,195,373,0.523,0,0,,96,149,0.644,,,238,16,14,67,59,98,486
Lari Ketner,1998-99,UMass,A-10,SR,29,28,879,128,303,0.422,128,303,0.422,0,0,,57,102,0.559,,,242,35,11,64,50,90,313
Lari Ketner,Career,UMass,,,94,88,2639,464,929,0.499,464,928,0.5,0,1,0,220,365,0.603,,,655,74,33,204,170,291,1148
Greg Sutton,1988-89,Oral Roberts,Ind,SO,28,27,936,214,564,0.379,131,313,0.419,83,251,0.331,103,157,0.656,,,121,89,44,14,109,103,614
Greg Sutton,Career,Oral Roberts,,,28,27,936,214,564,0.379,131,313,0.419,83,251,0.331,103,157,0.656,,,121,89,44,14,109,103,614
Mark Buford,1990-91,Mississippi Valley State,SWAC,SO,18,11,248,20,49,0.408,20,49,0.408,0,0,,1,5,0.2,22,20,42,0,8,6,12,42,41
Mark Buford,1991-92,Mississippi Valley State,SWAC,JR,30,,597,63,139,0.453,63,139,0.453,0,0,,21,34,0.618,,,175,7,19,25,40,102,147
Mark Buford,1992-93,Mississippi Valley State,SWAC,SR,28,,731,156,344,0.453,156,342,0.456,0,2,0,49,89,0.551,,,207,3,23,17,48,65,361
Mark Buford,Career,Mississippi Valley State,,76,11,1576,239,532,0.449,239,530,0.451,0,2,0,71,128,0.555,22,20,424,10,50,48,100,209,549,
Charles Claxton Jr,1991-92,Georgia,SEC,FR,29,28,644,109,208,0.524,109,208,0.524,0,0,,55,102,0.539,,,190,8,8,48,51,68,273
Charles Claxton Jr,1992-93,Georgia,SEC,SO,29,29,637,133,236,0.564,133,236,0.564,0,0,,68,141,0.482,,,192,12,18,47,52,85,334
Charles Claxton Jr,1993-94,Georgia,SEC,JR,30,27,728,132,249,0.53,132,249,0.53,0,0,,63,149,0.423,,,236,18,14,58,57,94,327
Charles Claxton Jr,1994-95,Georgia,SEC,SR,28,28,769,124,226,0.549,121,216,0.56,3,10,0.3,89,166,0.536,,,222,21,26,94,57,88,340
